PID,YearBuilt,YearRemodel,VeneerExterior,BsmtFinTp,BsmtFinSqft,BsmtUnfinSqft,HeatingQC,FstFlrSqft,SecFlrSqft,AbvGrndLiving,FullBathBsmt,HalfBathHouse,FullBathHouse,BdrmAbvGrnd,RmAbvGrnd,Fireplaces,GarageTp,GarageCars,GarageArea,WdDckSqft,OpenPrchSqft,SalePrice,LotArea,LotShape,BldgTp,OverallQuality,OverallCondition
910201130,1940,2006,0,0,0,720,2,760,330,1090,0,0,1,3,5,0,1,1,240,0,0,120000,6000,1,1,6,8
910202050,1922,1950,0,0,0,796,0,796,0,796,0,0,1,2,5,0,0,0,0,0,0,55000,3636,1,1,4,4
910202100,1930,2007,0,1,538,278,3,816,0,816,0,0,1,2,5,0,1,1,432,0,0,120500,5890,1,1,6,8
910203020,1940,1955,0,1,403,212,3,778,0,778,0,0,1,2,4,1,1,1,924,0,25,120500,6900,1,1,5,6
910203090,1930,1950,0,0,0,780,2,780,420,1200,0,0,1,4,7,0,0,0,0,0,0,119000,8155,1,1,5,7
910206110,1930,1995,0,0,0,520,1,912,0,912,0,0,1,2,5,0,1,1,360,0,90,99500,7392,1,1,5,7
910226040,1958,1958,162,1,330,821,2,1151,804,1955,0,0,2,4,7,0,3,1,356,0,0,165500,9000,1,1,5,5
911102170,1920,1950,0,0,0,649,1,649,668,1317,0,0,1,3,6,0,1,1,250,0,54,40000,8500,1,1,4,4
911102180,1910,2000,0,0,0,356,1,671,378,1049,0,0,1,2,5,0,1,1,195,0,0,80900,5150,1,1,4,7
911370520,2004,2005,174,1,1474,120,3,1646,0,1646,1,0,2,2,5,1,3,2,482,128,53,250000,3811,0,0,7,5
911370540,2004,2005,174,1,1373,221,3,1646,0,1646,1,0,2,2,5,1,3,2,482,128,53,275000,3842,0,0,8,5
914465060,2002,2002,148,1,1218,350,3,1689,0,1689,1,0,2,3,7,2,3,3,857,150,59,271000,13265,0,1,8,5
914467050,1996,1997,0,0,0,910,3,910,910,1820,0,1,2,3,8,1,3,3,816,318,32,213000,11050,1,1,7,5
914475020,1977,1977,0,1,522,574,1,1118,0,1118,1,0,1,3,6,1,3,1,358,203,0,171000,9880,1,1,6,6
914476010,1977,1977,0,1,641,276,1,1279,0,1279,0,0,2,3,6,2,1,2,473,238,83,171500,10125,1,1,6,6
914476450,1991,1991,0,1,1383,297,2,1689,0,1689,1,0,2,3,6,1,3,2,432,428,120,228500,9990,1,1,4,5
916226030,1986,1986,340,1,893,384,2,1501,0,1501,1,0,2,2,6,1,3,2,512,240,0,241500,4084,0,0,7,6
916325080,1976,1976,0,1,1165,0,1,2898,0,2898,1,0,2,2,10,1,3,2,665,0,72,287000,15498,0,1,8,6
916380060,2006,2007,258,1,1036,482,3,1537,0,1537,1,0,2,3,8,0,3,3,788,0,26,294000,11563,0,1,8,5
916382120,2007,2008,338,1,1513,125,3,1646,0,1646,1,0,2,3,7,1,3,3,800,192,44,293077,9520,0,1,8,5
916384100,2007,2007,0,1,770,150,3,920,860,1780,1,1,2,3,6,1,3,2,612,0,192,264966,12852,0,1,8,5
916386040,2006,2007,0,0,0,352,2,712,730,1442,0,1,2,3,6,0,2,2,400,100,0,172500,9802,1,1,5,5
916386080,2006,2007,0,0,0,384,2,754,640,1394,0,1,2,3,7,0,2,2,400,100,0,167500,9735,1,1,5,5
916386180,2008,2008,60,0,0,796,3,796,816,1612,0,1,2,3,6,0,3,3,666,0,64,218689,12018,0,1,7,5
916402015,1989,1989,128,0,0,1495,3,1495,0,1495,0,0,2,3,8,1,3,2,438,252,0,150000,12890,0,1,6,5
916402115,1986,1986,132,1,1398,0,1,1651,0,1651,1,0,2,3,7,1,3,2,616,192,0,184000,12416,0,1,6,5
916402215,1986,1986,228,1,920,276,3,1256,0,1256,0,0,2,3,6,1,3,2,578,282,0,180000,18265,1,1,6,5
916403230,1988,1989,219,1,783,678,3,1509,0,1509,1,0,2,3,5,1,3,2,600,224,0,175000,10200,1,1,6,5
916455120,2003,2003,206,1,1029,403,3,1440,0,1440,1,0,2,3,7,1,3,2,467,185,95,232500,11202,0,1,8,5
916460060,1999,2000,0,1,1223,443,3,1675,0,1675,1,0,2,3,6,0,3,2,435,165,52,195000,7915,0,1,6,5
916477020,2003,2003,226,1,871,611,3,1482,780,2262,1,1,2,4,10,2,3,3,749,168,0,305000,12244,1,1,8,5
921126030,2007,2007,0,1,1011,873,3,1728,0,1728,1,0,2,3,7,1,3,2,520,0,276,298751,11449,0,1,8,5
921201060,2005,2006,674,1,1571,393,3,1964,0,1964,1,1,2,3,7,1,3,3,892,0,265,370000,11447,0,1,8,5
923202137,2007,2008,0,0,0,1092,3,1092,0,1092,0,0,1,2,5,0,0,0,0,0,52,146000,9278,1,1,5,5
923203140,1997,1997,197,1,864,325,3,1189,0,1189,1,0,2,2,4,0,3,2,392,0,122,160500,4500,1,0,6,5
923225080,1975,1975,0,1,769,271,2,1040,0,1040,0,0,1,3,6,0,3,2,499,0,100,124000,4224,1,0,5,6
923225150,1976,1976,0,0,0,264,1,616,688,1304,0,1,1,3,4,1,2,1,336,141,24,115000,2665,1,0,5,6
923225200,1976,1976,0,1,318,232,1,925,550,1475,0,0,2,4,6,1,3,1,336,92,26,129500,2665,1,0,5,7
923225310,1973,2006,0,1,501,25,2,526,462,988,1,0,1,2,5,0,2,1,297,120,101,105000,1974,1,0,4,7
923225370,1973,1973,0,1,437,25,1,526,462,988,1,0,1,1,4,1,2,1,297,0,101,94900,1596,1,0,4,6
923227030,1968,1968,0,1,785,328,3,1160,0,1160,1,0,1,3,6,0,3,1,257,81,0,152500,17979,0,1,5,6
923228080,1970,2007,0,1,358,188,3,546,546,1092,0,1,2,3,6,0,0,0,0,187,0,98000,1477,1,0,6,9
923228420,1972,1972,0,1,495,135,2,630,0,630,1,0,1,1,3,0,0,0,0,88,0,81000,1890,1,0,4,7
923250210,1954,1954,0,0,0,988,3,988,0,988,0,0,1,2,4,0,3,2,520,0,0,113000,21750,1,1,5,5
923252100,1983,1983,0,1,534,282,3,816,0,816,0,0,1,2,4,0,3,1,264,315,0,128500,6490,1,1,5,7
923275090,1984,1985,0,1,658,218,1,923,0,923,1,0,1,3,5,0,3,1,264,362,0,119500,6951,0,1,5,5
923277030,1982,2008,0,1,641,175,3,816,0,816,0,0,1,3,5,1,3,1,264,0,0,130500,6600,1,1,5,9
923277040,1982,2003,0,1,816,0,3,816,0,816,1,0,1,2,4,0,1,2,816,0,0,138000,6600,1,1,5,8
923277080,1982,2005,0,1,638,207,2,845,0,845,0,0,1,3,6,0,3,1,264,0,0,134500,6600,1,1,5,6
923400040,1940,1985,0,1,660,323,3,983,767,1750,1,0,2,4,7,0,3,1,423,245,0,160000,12508,0,1,6,7
923426010,1984,1984,0,1,647,217,1,889,0,889,0,0,1,3,6,0,3,2,484,0,0,137500,12395,1,1,5,6
924100020,1969,1969,232,1,562,29,3,1168,800,1968,0,1,2,4,7,1,3,2,530,305,189,172000,11075,0,1,5,4
1007100110,1900,1950,0,0,0,686,3,1150,686,1836,0,0,2,4,7,0,1,1,288,0,0,103000,56600,0,1,5,1
526352080,1971,1971,302,1,838,749,1,1587,0,1587,0,0,2,3,7,1,3,2,525,0,44,167300,10667,1,1,6,6
526352090,1970,1970,0,1,778,499,1,1277,0,1277,1,0,1,2,5,1,3,2,526,0,0,167000,10628,1,1,7,5
526355170,1973,1973,1115,1,1880,343,3,2223,0,2223,1,0,2,3,8,2,3,2,516,300,0,244000,13651,0,1,7,6
526355190,1970,1970,0,1,351,1043,3,2217,0,2217,1,0,2,4,8,1,3,2,621,81,207,268000,15865,0,1,8,6
527105140,2003,2003,0,0,0,847,3,847,886,1733,0,1,2,3,7,1,2,2,433,100,48,225000,12394,0,1,7,5
527107040,1995,1996,0,0,0,806,2,806,766,1572,0,1,2,3,7,1,2,2,373,0,40,168000,10364,0,1,6,5
527110080,1997,1997,0,1,182,612,2,794,676,1470,0,0,2,3,6,0,3,2,388,0,75,177000,13869,0,1,6,6
527110120,1997,1997,0,0,0,916,2,916,684,1600,0,1,2,3,7,1,3,2,460,100,38,169000,8773,0,1,6,5
527110130,1997,1997,0,0,0,384,2,754,630,1384,0,1,2,3,7,1,2,2,390,0,0,161500,8872,0,1,6,5
527126030,2000,2000,0,1,1196,298,3,1652,0,1652,1,0,2,2,6,0,3,2,499,96,48,251000,5330,1,0,8,5
527158090,1994,1994,32,1,186,206,2,924,770,1694,0,1,2,3,7,1,2,2,398,256,64,160000,10147,0,1,6,5
527161090,1999,2000,0,1,871,52,2,947,767,1714,1,1,2,3,7,1,3,2,451,256,48,180000,8637,0,1,6,5
527162080,1996,1996,0,1,414,277,2,691,862,1553,0,1,2,3,6,0,3,2,420,0,44,178750,7875,1,1,7,5
527162090,1995,1996,38,0,0,1237,2,1253,0,1253,0,0,2,3,6,1,3,2,402,220,21,176000,7875,1,1,7,5
527163080,1992,1993,52,0,0,1168,2,1187,0,1187,0,0,2,3,6,0,3,2,420,0,21,160000,9556,0,1,7,5
527165020,1991,1992,76,0,0,384,2,802,670,1472,0,1,2,3,7,1,3,2,402,164,0,160000,10784,0,1,7,5
527165100,1992,1992,170,0,0,384,2,812,670,1482,0,1,2,3,7,1,3,2,392,100,25,163900,9125,0,1,7,5
527165170,1993,1994,0,0,0,903,2,910,732,1642,0,1,2,3,7,1,3,2,392,290,84,168000,7655,0,1,6,5
527175130,1964,1964,138,1,550,752,0,1128,0,1128,1,0,1,3,6,1,3,2,480,0,108,154204,18160,1,1,6,6
527182040,1986,1986,0,0,0,1074,3,1088,0,1088,0,1,1,2,5,0,3,2,461,0,74,170000,3696,1,0,8,5
527182170,1984,1984,0,1,828,180,2,1190,900,2090,1,0,2,3,6,1,3,2,577,219,0,207500,5062,0,0,7,5
527184020,1988,1988,0,1,248,918,2,1179,0,1179,1,0,2,2,5,0,3,2,480,0,108,182000,4740,0,0,8,5
527184110,1990,1990,0,1,926,386,2,1321,0,1321,1,0,1,1,4,1,3,2,484,0,64,212000,5118,0,0,8,5
527210060,2005,2006,200,1,1249,673,3,1922,0,1922,1,0,2,3,8,1,3,3,676,178,51,377426,14157,0,1,9,5
527252050,2006,2006,165,1,797,815,3,1612,0,1612,1,0,2,2,6,1,3,2,556,0,164,319900,8035,0,0,9,5
527252070,2007,2007,0,1,945,474,3,1419,0,1419,1,0,2,2,7,1,3,2,567,140,0,392000,8089,1,1,8,6
527256030,2006,2006,945,1,1558,662,3,2234,0,2234,1,1,1,1,7,1,3,2,724,390,80,441929,14082,0,1,8,5
527301080,1981,1981,310,1,678,762,3,1440,0,1440,0,0,2,3,7,1,3,2,467,0,0,182900,12546,0,1,6,7
527301280,1984,1984,0,1,256,1028,1,1284,0,1284,1,0,2,3,5,0,3,2,480,0,0,174000,10960,0,1,6,5
527302060,1981,2003,306,1,321,404,3,725,754,1479,0,1,2,3,6,1,3,2,484,167,72,176000,12090,1,1,7,7
527302090,1978,1985,67,1,1328,201,1,1664,0,1664,1,0,2,3,7,1,3,2,663,0,0,213000,12299,1,1,7,6
527325090,1979,1979,549,1,758,22,1,1085,845,1930,1,1,2,4,9,1,3,2,481,192,72,192000,11339,0,1,7,5
527328020,1978,1978,233,1,605,427,1,1032,0,1032,0,0,2,3,6,1,3,2,564,0,0,148000,10395,0,1,6,6
527328050,1984,1984,98,1,781,372,1,1177,0,1177,0,0,2,3,6,0,3,2,495,204,103,151500,11850,1,1,6,6
527353080,1979,1979,96,1,315,114,1,1040,685,1725,0,1,2,3,6,1,3,2,550,0,88,197000,11584,1,1,7,6
527354050,1979,1999,253,1,903,356,3,1353,0,1353,1,0,2,2,5,1,3,2,478,240,141,192350,10400,1,1,6,5
527356050,1969,1969,263,1,493,0,3,780,840,1620,0,1,2,4,7,0,3,2,462,208,0,152000,10793,1,1,5,5
527357020,1971,1971,176,1,492,1012,1,1220,0,1220,0,0,2,2,6,1,3,2,944,0,0,170000,13001,0,1,6,5
527358060,1971,1971,0,1,998,486,2,1484,0,1484,0,0,2,3,7,1,3,2,487,224,0,175000,12243,0,1,5,6
527359080,1976,1976,233,0,0,793,1,1142,793,1935,0,1,2,3,7,1,3,2,550,0,113,197900,12384,1,1,7,7
527359160,1976,1976,130,1,624,0,1,1324,0,1324,0,0,2,3,5,1,3,2,585,407,36,174000,8991,0,1,7,6
527377110,1974,1974,0,1,931,0,1,1084,793,1877,1,1,2,4,8,1,3,2,488,0,96,178900,8000,1,1,6,6
527402090,1971,2005,82,1,349,23,1,576,533,1109,0,0,1,3,5,0,2,1,288,35,0,139000,10500,1,1,5,7
527402150,1971,1971,0,1,282,664,1,981,0,981,1,1,1,3,5,0,1,2,576,0,312,143250,10530,0,1,6,5
527402240,1972,2004,138,1,626,99,2,725,754,1479,1,1,1,4,7,0,3,2,484,0,32,184000,7472,0,1,7,9
527403310,1970,1990,0,1,566,359,1,1422,0,1422,1,0,1,3,7,0,1,2,576,252,0,155000,9457,1,1,5,6
527404050,1970,2002,32,1,81,214,3,914,0,914,0,0,1,3,5,0,3,1,368,120,0,133000,7920,1,1,5,5
527404100,1971,1971,0,1,412,251,1,950,0,950,0,0,1,3,5,0,1,1,280,0,0,119500,9758,0,1,5,5
527404140,1971,1971,0,0,0,858,1,872,0,872,0,0,1,3,5,0,1,4,480,0,0,123000,8294,1,1,4,5
527404150,1971,1971,0,1,322,536,1,858,0,858,0,0,1,2,4,0,1,1,684,0,0,110000,7340,0,1,4,6
527425140,1971,1971,0,1,616,248,1,864,0,864,0,0,1,3,5,0,1,2,528,0,0,120500,9000,1,1,4,6
527427090,1998,1998,182,1,584,0,3,767,0,767,1,0,1,1,4,0,3,1,367,120,40,133000,4058,1,0,7,5
527427160,2001,2001,0,0,0,1337,3,1337,0,1337,0,0,2,2,5,1,3,2,511,136,68,155000,4113,0,0,6,5
527427200,1997,1998,0,1,930,475,3,1337,0,1337,1,0,2,2,5,1,3,2,522,0,68,177000,10943,0,0,6,5
527450030,1973,1973,567,1,312,213,1,525,567,1092,0,1,1,3,6,0,1,1,264,144,0,113500,2205,1,0,6,6
527450150,1973,1973,285,1,356,316,1,672,546,1218,0,1,1,3,7,0,1,1,264,144,28,113000,1890,1,0,6,5
527450220,1973,1973,265,0,0,672,3,672,546,1218,0,1,1,4,7,0,1,1,264,0,28,113700,2058,1,0,6,5
527451020,1970,1970,304,0,0,630,1,630,672,1302,0,1,2,3,6,0,1,2,440,0,0,106000,2016,1,0,5,5
527451170,1971,1971,376,1,471,294,3,765,600,1365,1,1,1,2,6,0,1,2,440,240,36,122500,1920,1,0,5,5
527452100,1976,1976,0,1,120,958,1,958,0,958,0,0,2,2,5,1,3,2,440,0,205,128000,4928,0,0,6,5
527453010,1976,1976,0,1,556,248,1,804,744,1548,1,1,2,3,7,1,1,2,440,48,0,155000,2308,1,0,6,6
527455030,1978,1978,0,1,632,423,1,1055,0,1055,0,0,2,2,4,0,3,1,319,108,32,142500,2304,1,0,7,7
527455250,1966,1966,52,1,725,263,1,988,0,988,1,0,1,3,5,0,1,1,360,0,0,129250,7150,1,1,5,6
528102120,2006,2007,302,0,0,1694,3,1694,0,1694,0,0,2,3,7,1,3,3,856,0,112,322400,11825,1,1,8,5
528102130,2007,2007,328,1,1004,730,3,1734,0,1734,1,0,2,3,7,1,3,3,928,0,0,318000,12085,1,1,8,5
528104010,2007,2007,0,1,1518,590,3,2122,0,2122,1,1,2,2,7,1,3,3,938,130,142,345474,14333,1,1,8,5
528106060,2006,2007,190,0,0,1108,3,1148,1402,2550,0,1,2,4,11,1,2,3,670,120,39,338931,13440,1,1,8,5
528108160,2006,2006,350,0,0,1063,3,1071,1101,2172,0,1,2,3,9,1,3,3,947,192,62,280000,14154,1,1,7,5
528110070,2006,2006,375,0,0,1935,2,1973,0,1973,0,0,2,3,9,1,3,3,895,315,45,395000,14226,1,1,8,5
528112150,2006,2006,248,0,0,1626,3,1634,0,1634,0,0,2,3,7,1,3,3,866,0,44,250000,11428,0,1,8,5
528120010,2007,2008,0,0,0,1582,3,1582,570,2152,0,1,2,3,7,1,1,2,728,0,368,260116,16659,0,1,8,5
528120150,2004,2005,344,0,0,1143,3,1143,1330,2473,0,1,2,4,9,1,2,3,852,192,151,317000,9591,1,1,8,5
528144050,2007,2007,300,1,1288,294,3,1610,551,2161,1,1,1,3,8,1,3,3,789,178,120,325624,10562,1,1,8,5
528150110,2004,2004,502,0,0,1706,3,1718,1238,2956,0,1,2,5,11,1,2,3,916,194,50,342000,13069,0,1,8,5
528150120,2004,2004,388,1,970,166,3,1136,1332,2468,1,1,2,4,10,1,2,3,872,184,154,354000,12099,0,1,8,5
528166150,2003,2003,280,1,938,379,3,1217,1168,2385,1,1,2,3,7,1,3,3,818,192,228,350000,14277,1,1,8,5
528168040,2003,2004,340,0,0,1181,3,1234,1140,2374,0,1,2,4,10,1,2,3,656,104,100,285000,11999,1,1,8,5
528172030,2007,2007,246,1,669,226,3,895,923,1818,1,1,2,3,8,1,3,3,774,196,104,281500,12568,1,1,8,5
528172050,2005,2006,210,1,1178,436,3,1614,0,1614,1,0,2,3,7,0,3,3,878,100,38,245700,9926,0,1,7,5
528172070,2005,2005,210,1,119,1602,3,1721,0,1721,1,0,2,3,7,0,3,2,554,168,27,232698,9254,0,1,8,5
528172075,2006,2007,0,0,0,1298,3,1298,530,1828,0,1,2,3,7,0,2,3,876,0,40,250000,10732,0,1,8,5
528174010,2005,2006,256,1,20,1342,3,1362,0,1362,0,0,2,2,6,1,3,2,460,192,28,194700,7577,0,0,6,5
528174020,2005,2006,182,1,866,436,3,1302,0,1302,1,1,1,1,5,1,3,2,631,110,50,204000,3901,1,0,6,5
528174030,2005,2006,182,1,1030,272,3,1302,0,1302,1,1,1,1,5,1,3,2,631,110,50,200000,3903,1,0,6,5
528174040,2005,2006,256,1,762,600,3,1362,0,1362,1,0,2,2,6,1,3,2,460,192,28,207000,6289,0,0,6,5
528181060,2006,2006,108,1,24,1530,3,1554,0,1554,0,0,2,2,6,1,3,2,627,156,73,209500,4590,1,0,8,5
528181070,2006,2006,108,1,24,1530,3,1554,0,1554,0,0,2,2,6,1,3,2,627,156,73,209500,4590,1,0,8,5
528181080,2006,2006,178,1,24,1346,3,1370,0,1370,0,0,2,2,6,1,3,2,484,120,49,202500,6442,0,0,8,5
528186190,2006,2006,176,1,24,1300,3,1324,0,1324,0,0,2,2,6,1,3,2,550,0,38,221370,6240,1,0,8,5
528188160,2003,2003,235,1,1000,405,3,1405,0,1405,1,0,2,2,6,1,3,2,478,136,36,200000,3242,1,0,7,5
528218020,2005,2006,0,0,0,768,3,768,768,1536,0,1,2,3,6,1,3,2,400,100,38,176000,10237,1,1,6,5
528218050,2005,2007,0,0,0,783,3,783,701,1484,0,1,2,3,8,1,3,2,393,0,72,178900,10237,1,1,6,5
528218100,2006,2007,44,0,0,608,3,608,850,1458,0,0,2,3,6,0,2,2,454,100,33,168165,13204,0,1,7,5
528221030,2006,2006,0,0,0,738,3,738,757,1495,0,1,2,3,7,1,3,2,440,100,30,171925,8857,0,1,6,5
528221040,2006,2007,0,0,0,698,3,698,1048,1746,1,1,2,3,6,1,2,3,350,0,34,198444,9729,0,1,6,5
528221050,2005,2005,0,1,918,408,3,1326,0,1326,1,0,2,3,6,0,3,2,388,120,23,203000,12216,0,1,6,5
528221090,2007,2007,0,0,0,728,3,728,728,1456,0,1,2,3,8,1,3,2,400,100,24,179540,9018,0,1,7,5
528222030,2007,2007,0,0,0,1302,3,1302,0,1302,0,0,2,3,6,0,3,2,436,0,22,176485,8993,0,1,7,5
528222040,2007,2007,0,1,24,1316,3,1340,0,1340,0,0,2,3,6,0,3,2,396,100,30,181134,8899,0,1,7,5
528222050,2006,2007,0,0,0,616,3,616,796,1412,0,1,2,3,6,1,2,2,432,0,36,156932,8499,0,1,6,5
528222060,2007,2007,22,0,0,752,3,752,752,1504,0,1,2,3,6,0,3,2,440,100,32,166000,8229,0,1,6,5
528222080,2007,2007,16,0,0,728,3,728,728,1456,0,1,2,3,7,0,3,2,400,100,24,177594,7713,1,1,7,5
528222090,2007,2007,0,0,0,1246,3,1258,0,1258,0,0,2,3,6,0,3,2,462,0,0,173500,7697,1,1,7,6
528228270,2006,2007,72,0,0,1258,3,1258,0,1258,0,0,2,2,6,1,3,3,648,144,16,172500,3922,1,0,7,5
528228375,2003,2003,72,1,1084,322,3,1589,0,1589,1,0,2,2,7,1,3,3,630,143,20,226500,3621,1,0,8,5
528228555,2007,2007,16,0,0,1266,3,1266,0,1266,0,0,2,2,6,1,3,2,388,100,16,185485,3710,1,1,7,5
528231010,2004,2004,0,1,1300,230,3,1530,0,1530,1,0,2,3,7,1,3,3,630,144,36,259000,14572,0,1,7,5
528231030,2004,2005,0,1,779,56,3,1119,0,1119,1,0,2,2,5,0,3,2,437,100,24,188500,16219,0,1,7,5
528235000,2004,2004,0,1,192,192,3,744,630,1374,1,1,2,3,8,1,2,2,400,100,0,175000,11084,0,1,7,5
528235160,2004,2005,0,0,0,847,3,847,1112,1959,0,1,2,4,8,1,2,2,434,100,48,215000,11796,0,1,7,5
528235170,2006,2006,0,0,0,1510,3,1525,0,1525,0,1,2,3,6,1,3,2,534,100,18,206580,10936,0,1,7,5
528240020,2004,2004,0,0,0,840,3,840,880,1720,0,1,2,3,7,1,3,2,440,100,48,183500,8244,0,1,7,5
528250070,2003,2003,16,0,0,847,3,847,1101,1948,0,1,2,4,8,1,2,2,434,0,48,211000,7875,1,1,7,5
528275035,2000,2000,0,0,0,924,3,948,742,1690,0,1,2,3,7,1,3,2,463,100,48,181000,8063,1,1,6,5
528275110,2002,2002,0,1,574,280,3,864,1131,1995,0,1,2,4,8,1,2,2,435,264,48,219500,8740,0,1,7,5
528280110,1999,2000,0,0,0,953,3,953,694,1647,0,1,2,3,7,1,3,2,460,0,40,175000,7917,1,1,6,5
528280150,2000,2000,0,0,0,384,3,774,656,1430,0,1,2,3,8,1,2,2,400,100,0,170000,9967,0,1,7,5
528290060,2003,2003,0,0,0,660,3,660,660,1320,0,1,2,3,6,0,3,2,400,0,48,162000,7750,1,1,7,5
528290170,2000,2000,0,1,520,395,3,940,750,1690,1,1,2,3,7,1,3,2,442,0,50,187000,9487,0,1,6,5
528294010,1999,2000,0,0,0,941,3,961,683,1644,0,1,2,3,7,1,3,2,460,460,42,185000,9649,0,1,6,5
528322020,1997,1998,515,1,1181,598,3,1779,772,2551,1,1,2,4,8,2,3,3,925,76,61,384500,12191,0,1,8,5
528326060,2000,2000,72,0,0,969,3,997,1288,2285,0,1,2,4,8,1,2,3,648,0,56,248000,11000,1,1,8,5
528340030,1998,1998,422,1,672,736,3,1671,1407,3078,1,1,2,4,9,1,3,3,806,108,87,410000,10557,0,1,9,5
528344020,1998,1999,0,1,1048,341,3,1411,1171,2582,1,1,2,4,9,1,3,3,758,286,60,322500,11002,0,1,8,5
528348030,1998,1998,275,0,0,1066,3,1108,1277,2385,0,1,2,4,8,1,2,3,600,120,38,252000,10790,1,1,7,5
528354060,1996,1997,0,1,862,255,3,1127,886,2013,1,1,2,3,8,1,3,2,455,180,130,269790,9920,0,1,7,5
528354110,1996,1997,594,1,719,660,3,1383,1015,2398,1,1,2,3,8,1,3,3,834,239,60,315750,11787,0,1,7,5
528358040,1995,1995,290,1,565,638,3,1214,1306,2520,0,1,2,4,9,1,3,3,721,224,114,290000,9950,0,1,7,5
528364110,1995,1995,513,1,56,1198,3,1328,1203,2531,0,1,2,4,9,1,3,3,752,222,98,290000,12257,0,1,8,5
528366070,1992,1993,309,1,335,770,3,1105,1097,2202,1,1,2,4,9,1,3,2,517,0,65,263000,11762,1,1,8,5
528376010,1996,1997,526,1,1225,100,3,1335,1203,2538,0,1,2,4,8,1,3,3,933,198,92,330000,9044,0,1,8,5
528427040,2007,2007,0,0,0,1369,3,1369,0,1369,0,0,2,3,5,0,3,2,605,0,203,213133,9910,1,1,7,6
528427100,2007,2007,164,1,1220,322,3,1542,0,1542,1,0,2,3,6,1,3,3,852,168,110,260261,11830,1,1,8,5
528429110,2007,2007,84,1,929,556,3,1464,0,1464,1,0,2,3,6,0,3,3,754,168,160,282922,15256,0,1,8,5
528431030,2006,2006,248,1,28,1496,2,1534,0,1534,0,0,2,3,7,1,3,2,484,168,46,215000,10612,1,1,8,5
528431050,2006,2006,208,1,63,1560,3,1636,0,1636,1,0,2,3,8,1,3,3,865,0,60,255000,13501,0,1,8,5
528431110,2006,2007,428,0,0,1795,3,1795,0,1795,0,0,2,2,7,1,3,3,895,0,49,147000,9986,1,1,8,5
528435060,2007,2007,0,0,0,1689,3,1689,0,1689,0,0,2,3,7,0,3,3,954,0,56,248328,9849,1,1,7,6
528435070,2006,2006,410,0,0,1588,3,1588,0,1588,0,0,2,3,7,1,3,3,825,144,45,227000,10000,1,1,8,5
528439040,2005,2005,148,1,769,769,3,1538,0,1538,1,0,2,3,7,0,3,2,484,146,40,260000,8847,1,1,8,5
528439050,2007,2007,140,0,0,1496,3,1496,0,1496,0,0,2,3,7,0,3,2,474,168,130,225000,9158,1,1,8,5
528439080,2005,2006,143,1,778,716,3,1506,0,1506,1,0,2,3,7,1,3,2,672,192,35,249000,8251,1,1,7,5
528441080,2004,2005,186,1,1369,317,3,1694,0,1694,1,0,2,3,7,1,3,2,636,255,57,307000,10084,1,1,8,5
528445020,2006,2006,0,0,0,982,3,982,995,1977,0,1,2,3,7,0,3,3,574,240,53,250000,9605,1,1,7,5
528445070,2006,2006,0,0,0,1302,3,1302,528,1830,0,1,2,3,7,0,2,3,859,0,40,221300,8778,1,1,8,5
528456190,2007,2007,0,1,24,1314,3,1338,0,1338,0,0,2,3,6,0,3,2,598,0,141,208900,8640,1,1,8,5
528456230,2006,2007,0,0,0,1335,3,1335,0,1335,0,0,2,3,6,0,3,2,575,0,210,210400,9000,1,1,7,5
528458080,2007,2007,0,1,350,546,3,896,896,1792,0,1,2,3,8,0,3,2,590,184,96,255000,8640,1,1,8,5
528458120,2006,2006,0,0,0,1088,3,1088,871,1959,0,1,2,3,8,1,3,3,1025,208,46,270000,9000,1,1,8,5
528458130,2007,2007,0,1,64,1120,3,1184,1426,2610,0,1,2,4,11,1,2,2,550,208,364,303477,9000,1,1,8,5
528477020,2006,2006,0,1,24,1632,3,1656,0,1656,0,0,2,3,7,0,3,3,826,0,146,249700,11096,1,1,8,5
528482010,2006,2006,298,0,0,1685,3,1685,0,1685,0,0,2,2,5,1,3,3,658,112,63,253000,11824,0,1,8,5
528482030,2004,2004,353,0,0,1158,3,1158,1285,2443,0,1,2,4,9,1,2,3,744,193,127,265000,10625,1,1,6,5
531363020,2006,2007,0,0,0,1100,3,1100,0,1100,0,1,1,3,6,0,0,0,0,0,136,146000,7500,1,1,6,5
531363040,2006,2006,0,0,0,1143,3,1143,0,1143,0,1,1,3,5,0,0,0,0,0,55,147000,7500,1,1,7,5
531375140,2003,2004,126,1,729,365,3,1094,0,1094,1,0,1,3,6,0,1,2,576,0,0,149000,12450,1,1,5,5
531376060,2006,2006,170,0,0,1461,3,1486,0,1486,0,0,2,3,7,0,3,2,566,0,32,181000,7441,0,1,7,5
531380110,1994,1994,105,1,814,114,3,936,785,1721,0,1,2,3,7,0,3,2,471,300,87,201000,8462,0,1,6,5
531384070,1993,1997,0,1,480,384,3,920,900,1820,0,1,2,3,7,0,3,2,492,144,85,191750,11613,0,1,6,5
531385070,2000,2001,108,0,0,1349,3,1349,0,1349,0,0,2,3,6,0,3,2,539,120,55,179000,8450,1,1,7,5
531385130,1998,1998,0,1,1443,39,3,1494,0,1494,1,0,2,3,5,1,3,2,514,402,25,215000,16196,0,1,7,5
531451030,1992,1992,0,1,430,1145,2,1575,0,1575,1,0,2,2,5,0,3,2,529,0,0,179200,8012,1,0,6,5
